altitude_m,distancia_proximo_m,id,id_original,inclinacao_percentual,lat,latitude,lon,longitude,origem,tipo
921.0,30.35,264,,-6.59,-22.5217840216577,-22.5217840216577,-43.1971317529678,-43.1971317529678,14-82,geometria
919.0,30.31,265,,26.394,-22.5215213907649,-22.5215213907649,-43.1972122192383,-43.1972122192383,14-82,geometria
927.0,55.785,266,,10.756,-22.5213975080951,-22.5213975080951,-43.1974750757217,-43.1974750757217,14-82,geometria
933.0,47.636,267,,25.191,-22.5209168422845,-22.5209168422845,-43.1976306438446,-43.1976306438446,14-82,geometria
945.0,77.582,268,,-6.445,-22.5212884912537,-22.5212884912537,-43.1978613138199,-43.1978613138199,14-82,geometria
940.0,2070.402,269,,-3.429,-22.5219425910117,-22.5219425910117,-43.1975984573364,-43.1975984573364,14-82,geometria
869.0,36.916,270,,-2.709,-22.5306586702348,-22.5306586702348,-43.2154110074043,-43.2154110074043,16-32,geometria
868.0,161.217,271,,0.62,-22.5303266863882,-22.5303266863882,-43.2154083251953,-43.2154083251953,16-32,geometria
869.0,302.79,272,,0.661,-22.5295983011228,-22.5295983011228,-43.2167655229568,-43.2167655229568,16-32,geometria
871.0,460.715,273,,-0.651,-22.532308667663,-22.532308667663,-43.2170498371124,-43.2170498371124,16-20,geometria
868.0,31.675,274,,-3.157,-22.5297519064984,-22.5297519064984,-43.2135200500488,-43.2135200500488,16-43,geometria
867.0,52.028,275,,-1.922,-22.5296874913617,-22.5296874913617,-43.2132196426392,-43.2132196426392,16-43,geometria
866.0,2093.755,276,,2.579,-22.5298807366816,-22.5298807366816,-43.2127583026886,-43.2127583026886,16-43,geometria
920.0,105.316,277,,-13.293,-22.515237921716,-22.515237921716,-43.1999427080154,-43.1999427080154,17-105,geometria
906.0,83.911,278,,-4.767,-22.515000056077,-22.515000056077,-43.1989502906799,-43.1989502906799,17-105,geometria
902.0,186.548,279,,-8.041,-22.5147275011959,-22.5147275011959,-43.1981885433197,-43.1981885433197,17-105,geometria
887.0,102.467,280,,-22.446,-22.5131764059128,-22.5131764059128,-43.1988805532456,-43.1988805532456,17-105,geometria
864.0,55.175,281,,28.998,-22.5128939362083,-22.5128939362083,-43.1979310512543,-43.1979310512543,17-105,geometria
880.0,85.721,282,,-18.665,-22.5133845411152,-22.5133845411152,-43.1978505849838,-43.1978505849838,17-105,geometria
864.0,82.736,283,,15.713,-22.5134935641914,-22.5134935641914,-43.1970244646072,-43.1970244646072,17-105,geometria
877.0,98.969,284,,-29.302,-22.5139891225449,-22.5139891225449,-43.1964236497879,-43.1964236497879,17-105,geometria
848.0,60.225,285,,9.963,-22.5133597631313,-22.5133597631313,-43.1957423686981,-43.1957423686981,17-105,geometria
854.0,49.144,286,,-12.209,-22.5136521430578,-22.5136521430578,-43.1952488422394,-43.1952488422394,17-105,geometria
848.0,35.46,287,,5.64,-22.5135183421513,-22.5135183421513,-43.1947928667068,-43.1947928667068,17-105,geometria
850.0,2.929,288,,0.0,-22.5137462991737,-22.5137462991737,-43.1945514678955,-43.1945514678955,17-105,geometria
850.0,36.153,289,,-11.064,-22.5137289546308,-22.5137289546308,-43.1945300102234,-43.1945300102234,17-105,geometria
846.0,65.704,290,,-6.088,-22.51341427469,-22.51341427469,-43.1946185231209,-43.1946185231209,17-105,geometria
842.0,52.955,291,,-7.554,-22.5129806594246,-22.5129806594246,-43.1950530409813,-43.1950530409813,17-105,geometria
838.0,106.101,292,,1.885,-22.5126188993625,-22.5126188993625,-43.1953883171082,-43.1953883171082,17-105,geometria
840.0,63.861,293,,0.0,-22.5116674163235,-22.5116674163235,-43.1954661011696,-43.1954661011696,17-105,geometria
840.0,38.641,294,,5.176,-22.5110950366532,-22.5110950366532,-43.1955170631409,-43.1955170631409,17-105,geometria
842.0,55.605,295,,-14.387,-22.5108224740725,-22.5108224740725,-43.1957504153252,-43.1957504153252,17-105,geometria
834.0,59.863,296,,-11.693,-22.5103392936316,-22.5103392936316,-43.1956109404564,-43.1956109404564,17-105,geometria
827.0,938.081,297,,9.061,-22.5098263771619,-22.5098263771619,-43.1954339146614,-43.1954339146614,17-105,geometria
912.0,54.751,298,,5.479,-22.5170764110742,-22.5170764110742,-43.2001036405563,-43.2001036405563,17-88,geometria
915.0,91.458,299,,12.027,-22.5173142731398,-22.5173142731398,-43.1996369361877,-43.1996369361877,17-88,geometria
926.0,117.161,300,,5.121,-22.5172250749132,-22.5172250749132,-43.1987518072128,-43.1987518072128,17-88,geometria
932.0,114.482,301,,4.368,-22.516828637654,-22.516828637654,-43.197695016861,-43.197695016861,17-88,geometria
937.0,88.551,302,,-10.164,-22.5162438906209,-22.5162438906209,-43.1967777013779,-43.1967777013779,17-88,geometria
928.0,42.472,303,,-11.772,-22.5155649863011,-22.5155649863011,-43.1963270902634,-43.1963270902634,17-88,geometria
923.0,58.929,304,,13.576,-22.5154163206766,-22.5154163206766,-43.1959462165833,-43.1959462165833,17-88,geometria
931.0,87.786,305,,-18.226,-22.5158821390992,-22.5158821390992,-43.1956726312637,-43.1956726312637,17-88,geometria
915.0,72.109,306,,-12.481,-22.5158325840224,-22.5158325840224,-43.194819688797,-43.194819688797,17-88,geometria
906.0,36.024,307,,-2.776,-22.5159069166309,-22.5159069166309,-43.1941223144531,-43.1941223144531,17-88,geometria
905.0,53.119,308,,-9.413,-22.5158722280852,-22.5158722280852,-43.1937736272812,-43.1937736272812,17-88,geometria
900.0,44.237,309,,-9.042,-22.5161596472004,-22.5161596472004,-43.1933605670929,-43.1933605670929,17-88,geometria
896.0,37.47,310,,-21.351,-22.516546175413,-22.516546175413,-43.1934624910355,-43.1934624910355,17-88,geometria
888.0,75.069,311,,-11.989,-22.5168435040717,-22.5168435040717,-43.1932908296585,-43.1932908296585,17-88,geometria
879.0,85.919,312,,-5.819,-22.5168038602875,-22.5168038602875,-43.1925612688065,-43.1925612688065,17-88,geometria
874.0,2312.192,313,,-2.033,-22.516546175413,-22.516546175413,-43.1917726993561,-43.1917726993561,17-88,geometria
827.0,84.946,314,,4.709,-22.515961427185,-22.515961427185,-43.1692716479302,-43.1692716479302,18-1,geometria
831.0,56.435,316,,0.0,-22.5151982774713,-22.5151982774713,-43.1692340970039,-43.1692340970039,18-1,geometria
831.0,92.372,317,,0.0,-22.5150149226915,-22.5150149226915,-43.1697463989258,-43.1697463989258,18-1,geometria
831.0,40.045,318,,2.497,-22.5153543766191,-22.5153543766191,-43.1705671548843,-43.1705671548843,18-1,geometria
832.0,98.05,319,,-2.04,-22.5152775659494,-22.5152775659494,-43.1709480285645,-43.1709480285645,18-1,geometria
830.0,57.805,320,,-5.19,-22.5145168902378,-22.5145168902378,-43.1714308261871,-43.1714308261871,18-1,geometria
827.0,99.153,321,,-1.009,-22.5142022120907,-22.5142022120907,-43.1718787550926,-43.1718787550926,18-1,geometria
826.0,506.521,322,,1.382,-22.5138701887021,-22.5138701887021,-43.1727746129036,-43.1727746129036,18-1,geometria
833.0,97.869,323,,-1.022,-22.5165759083077,-22.5165759083077,-43.1688076257706,-43.1688076257706,18-33,geometria
832.0,150.736,324,,8.624,-22.5174356817447,-22.5174356817447,-43.1690114736557,-43.1690114736557,18-33,geometria
845.0,126.81,325,,-3.943,-22.5187810801646,-22.5187810801646,-43.1688317656517,-43.1688317656517,18-33,geometria
840.0,108.754,326,,-2.759,-22.5199199269189,-22.5199199269189,-43.1687666670675,-43.1687666670675,18-33,geometria
837.0,99.775,327,,1.002,-22.5208350793771,-22.5208350793771,-43.1691402196884,-43.1691402196884,18-33,geometria
838.0,58.616,328,,5.118,-22.5216626168731,-22.5216626168731,-43.1695157289505,-43.1695157289505,18-33,geometria
841.0,1890.44,329,,0.423,-22.5221878776226,-22.5221878776226,-43.1695640087128,-43.1695640087128,18-33,geometria
849.0,5797.49,330,,0.724,-22.5053265066604,-22.5053265066604,-43.1719189882278,-43.1719189882278,19-79,geometria
891.0,133.575,332,,-2.246,-22.5331113619868,-22.5331113619868,-43.219678401947,-43.219678401947,20-76,geometria
888.0,118.681,333,,5.056,-22.5320262370691,-22.5320262370691,-43.2191205024719,-43.2191205024719,20-76,geometria
894.0,143.854,334,,15.293,-22.5310352479605,-22.5310352479605,-43.2186913490295,-43.2186913490295,20-76,geometria
916.0,116.902,335,,5.133,-22.5308717340741,-22.5308717340741,-43.2200807332993,-43.2200807332993,20-76,geometria
922.0,143.631,336,,2.785,-22.530113621708,-22.530113621708,-43.2208693027496,-43.2208693027496,20-76,geometria
926.0,243.814,337,,16.406,-22.5291176638441,-22.5291176638441,-43.2217597961426,-43.2217597961426,20-76,geometria
966.0,295.689,338,,-6.764,-22.5283050361871,-22.5283050361871,-43.2239645719528,-43.2239645719528,20-76,geometria
946.0,173.448,339,,-7.495,-22.5273140203794,-22.5273140203794,-43.2266360521317,-43.2266360521317,20-76,geometria
933.0,158.204,340,,-9.481,-22.5262437153214,-22.5262437153214,-43.2278645038605,-43.2278645038605,20-76,geometria
918.0,193.438,341,,0.0,-22.5248513153119,-22.5248513153119,-43.2281810045242,-43.2281810045242,20-76,geometria
918.0,130.0,342,,-6.923,-22.5232111392922,-22.5232111392922,-43.2275533676147,-43.2275533676147,20-76,geometria
909.0,4287.475,343,,-1.959,-22.5220664731928,-22.5220664731928,-43.2272958755493,-43.2272958755493,20-76,geometria
825.0,1032.003,344,,-0.194,-22.5077796480523,-22.5077796480523,-43.1885272264481,-43.1885272264481,21-67,geometria
823.0,1160.358,345,,1.12,-22.5062606878566,-22.5062606878566,-43.178616464138,-43.178616464138,23-8,geometria
836.0,51.672,346,,-5.806,-22.5105399995582,-22.5105399995582,-43.1889188289642,-43.1889188289642,24-67,geometria
833.0,80.905,347,,0.0,-22.5100791188485,-22.5100791188485,-43.1888544559479,-43.1888544559479,24-67,geometria
833.0,66.862,348,,-1.496,-22.5094150514684,-22.5094150514684,-43.1885325908661,-43.1885325908661,24-67,geometria
832.0,35.924,349,,-2.784,-22.5088154057952,-22.5088154057952,-43.1885808706284,-43.1885808706284,24-67,geometria
831.0,26.272,350,,-3.806,-22.5085725733364,-22.5085725733364,-43.1888115406036,-43.1888115406036,24-67,geometria
830.0,290.468,351,,4.82,-22.5083396520059,-22.5083396520059,-43.1887686252594,-43.1887686252594,24-67,geometria
844.0,42.259,352,,11.832,-22.5108621195722,-22.5108621195722,-43.1895035505295,-43.1895035505295,24-94,geometria
849.0,39.736,353,,5.033,-22.5112214063947,-22.5112214063947,-43.1896376609802,-43.1896376609802,24-94,geometria
851.0,38.424,354,,10.41,-22.5115583918071,-22.5115583918071,-43.1895089149475,-43.1895089149475,24-94,geometria
855.0,33.177,355,,12.056,-22.5118854650984,-22.5118854650984,-43.1893882155418,-43.1893882155418,24-94,geometria
859.0,46.055,356,,-4.343,-22.5120836909589,-22.5120836909589,-43.1896296143532,-43.1896296143532,24-94,geometria
857.0,49.872,357,,0.0,-22.5119226324689,-22.5119226324689,-43.1900426745415,-43.1900426745415,24-94,geometria
857.0,11.327,358,,17.658,-22.5119275881175,-22.5119275881175,-43.1905281543732,-43.1905281543732,24-94,geometria
859.0,32.057,359,,0.0,-22.5120291788756,-22.5120291788756,-43.1905201077461,-43.1905201077461,24-94,geometria
859.0,45.227,360,,13.267,-22.5120514792759,-22.5120514792759,-43.1902089715004,-43.1902089715004,24-94,geometria
865.0,42.169,361,,18.971,-22.512366162319,-22.512366162319,-43.1899300217629,-43.1899300217629,24-94,geometria
873.0,68.027,362,,1.47,-22.5127328786623,-22.5127328786623,-43.1898254156113,-43.1898254156113,24-94,geometria
874.0,860.371,363,,-6.625,-22.5131516278917,-22.5131516278917,-43.1893426179886,-43.1893426179886,24-94,geometria
817.0,120.31,364,,0.831,-22.5068429992024,-22.5068429992024,-43.1844931840897,-43.1844931840897,27-91,geometria
818.0,113.335,365,,4.412,-22.5059682922987,-22.5059682922987,-43.1838038563728,-43.1838038563728,27-91,geometria
823.0,43.512,366,,-2.298,-22.5058047487509,-22.5058047487509,-43.1827148795128,-43.1827148795128,27-91,geometria
822.0,1147.774,367,,2.962,-22.5054504037338,-22.5054504037338,-43.1825351715088,-43.1825351715088,27-91,geometria
856.0,127.131,368,,-7.079,-22.5151123127459,-22.5151123127459,-43.186467233481,-43.186467233481,28-55,geometria
847.0,71.575,369,,-2.794,-22.5160134599665,-22.5160134599665,-43.1857055425644,-43.1857055425644,28-103,geometria
845.0,54.321,370,,0.0,-22.5162538016082,-22.5162538016082,-43.1850591301918,-43.1850591301918,28-103,geometria
845.0,1412.8,371,,-1.345,-22.5162736235806,-22.5162736235806,-43.1845307350159,-43.1845307350159,28-103,geometria
826.0,100.144,372,,-5.991,-22.5059162557362,-22.5059162557362,-43.1924968957901,-43.1924968957901,30-102,geometria
820.0,41.389,373,,7.248,-22.5068083083824,-22.5068083083824,-43.1926310062409,-43.1926310062409,30-102,geometria
823.0,1508.282,374,,1.127,-22.5069222924725,-22.5069222924725,-43.19301456213,-43.19301456213,30-102,geometria
840.0,83.783,375,,2.387,-22.5195342993437,-22.5195342993437,-43.187609910965,-43.187609910965,31-103,geometria
842.0,184.092,376,,3.259,-22.5190982255825,-22.5190982255825,-43.1869447231293,-43.1869447231293,31-103,geometria
848.0,87.947,377,,2.274,-22.5177503525301,-22.5177503525301,-43.1859040260315,-43.1859040260315,31-103,geometria
850.0,85.297,378,,-14.068,-22.517148265283,-22.517148265283,-43.1853488087654,-43.1853488087654,31-103,geometria
838.0,62.915,379,,4.768,-22.5166403295575,-22.5166403295575,-43.184726536274,-43.184726536274,31-103,geometria
841.0,603.94,380,,-0.662,-22.5167369613759,-22.5167369613759,-43.1841230392456,-43.1841230392456,31-103,geometria
837.0,60.771,381,,0.0,-22.5210506360286,-22.5210506360286,-43.1876957416534,-43.1876957416534,31-68,geometria
837.0,85.262,382,,8.21,-22.5210109934512,-22.5210109934512,-43.1871056556702,-43.1871056556702,31-68,geometria
844.0,115.475,383,,2.598,-22.5213578656172,-22.5213578656172,-43.1863653659821,-43.1863653659821,31-68,geometria
847.0,86.281,384,,2.318,-22.5215957203135,-22.5215957203135,-43.185271024704,-43.185271024704,31-68,geometria
849.0,95.411,385,,3.144,-22.5219624121681,-22.5219624121681,-43.1845307350159,-43.1845307350159,31-68,geometria
852.0,540.812,386,,-2.404,-22.5220615179077,-22.5220615179077,-43.1836080551147,-43.1836080551147,31-68,geometria
839.0,92.295,392,,6.501,-22.5210035604667,-22.5210035604667,-43.1887471675873,-43.1887471675873,31-107,geometria
845.0,139.361,393,,-1.435,-22.5216229744713,-22.5216229744713,-43.1893453001976,-43.1893453001976,31-107,geometria
843.0,71.122,394,,-2.812,-22.5226016429392,-22.5226016429392,-43.1901928782463,-43.1901928782463,31-107,geometria
841.0,57.187,395,,0.0,-22.5230030188886,-22.5230030188886,-43.1907320022583,-43.1907320022583,31-107,geometria
841.0,78.919,396,,-1.267,-22.5234688117386,-22.5234688117386,-43.1909680366516,-43.1909680366516,31-107,geometria
840.0,183.036,397,,-0.546,-22.5239321254092,-22.5239321254092,-43.1915500760078,-43.1915500760078,31-107,geometria
839.0,159.577,398,,4.387,-22.5251932226639,-22.5251932226639,-43.1926953792572,-43.1926953792572,31-107,geometria
846.0,112.996,399,,2.655,-22.5262932666646,-22.5262932666646,-43.1936931610107,-43.1936931610107,31-107,geometria
849.0,69.786,400,,-1.433,-22.527021669358,-22.527021669358,-43.194460272789,-43.194460272789,31-107,geometria
848.0,114.638,401,,-11.34,-22.5275716851734,-22.5275716851734,-43.1947875022888,-43.1947875022888,31-107,geometria
835.0,2115.537,402,,2.174,-22.5280027771193,-22.5280027771193,-43.1958013772964,-43.1958013772964,31-107,geometria
881.0,92.607,406,,-4.319,-22.5285527890282,-22.5285527890282,-43.2163900136948,-43.2163900136948,32-56,geometria
877.0,56.641,407,,-5.296,-22.5277451131295,-22.5277451131295,-43.2161700725555,-43.2161700725555,32-56,geometria
874.0,125.692,408,,2.387,-22.5274378977442,-22.5274378977442,-43.2157301902771,-43.2157301902771,32-56,geometria
877.0,227.745,409,,4.83,-22.5269126569544,-22.5269126569544,-43.2146465778351,-43.2146465778351,32-56,geometria
888.0,2887.495,410,,-2.251,-22.5260405546286,-22.5260405546286,-43.212640285492,-43.212640285492,32-56,geometria
823.0,104.651,418,,-2.867,-22.5070635334974,-22.5070635334974,-43.1934517621994,-43.1934517621994,34-102,geometria
820.0,1915.62,419,,0.522,-22.5072865453481,-22.5072865453481,-43.1924620270729,-43.1924620270729,34-106,geometria
830.0,1042.018,421,,-1.056,-22.5094001842518,-22.5094001842518,-43.1739547848702,-43.1739547848702,36-93,geometria
819.0,1395.875,422,,0.501,-22.5079927471692,-22.5079927471692,-43.1839835643768,-43.1839835643768,37-27,geometria
826.0,127.587,423,,3.135,-22.5074847778024,-22.5074847778024,-43.1704062223435,-43.1704062223435,38-46,geometria
830.0,285.339,424,,-1.752,-22.5080274376921,-22.5080274376921,-43.1715005636215,-43.1715005636215,38-46,geometria
825.0,101.031,425,,2.969,-22.5067934408855,-22.5067934408855,-43.169065117836,-43.169065117836,38-79,geometria
828.0,189.601,426,,2.637,-22.5063325476873,-22.5063325476873,-43.1682175397873,-43.1682175397873,38-79,geometria
833.0,127.47,427,,10.983,-22.5047119755358,-22.5047119755358,-43.1676435470581,-43.1676435470581,38-79,geometria
847.0,1980.674,428,,-1.01,-22.5040726620322,-22.5040726620322,-43.1686735153198,-43.1686735153198,38-79,geometria
827.0,128.415,429,,-3.115,-22.5081463765614,-22.5081463765614,-43.187443614006,-43.187443614006,39-99,geometria
823.0,2603.227,430,,0.884,-22.5081661996964,-22.5081661996964,-43.1861937046051,-43.1861937046051,39-99,geometria
846.0,302.444,431,,3.968,-22.5278665125692,-22.5278665125692,-43.1725010275841,-43.1725010275841,40-69,geometria
858.0,242.454,432,,5.362,-22.5277599783727,-22.5277599783727,-43.1754434108734,-43.1754434108734,40-68,geometria
871.0,291.752,433,,-2.399,-22.5277302478846,-22.5277302478846,-43.1778037548065,-43.1778037548065,40-68,geometria
864.0,173.071,434,,-6.356,-22.5265410231138,-22.5265410231138,-43.1803357601166,-43.1803357601166,40-68,geometria
853.0,139.27,436,,-5.744,-22.5263056544976,-22.5263056544976,-43.1820014119148,-43.1820014119148,40-68,geometria
845.0,100.828,437,,-2.975,-22.5251709243842,-22.5251709243842,-43.182575404644,-43.182575404644,40-68,geometria
842.0,1841.223,438,,-1.249,-22.5242913782555,-22.5242913782555,-43.1828141212463,-43.1828141212463,40-68,geometria
819.0,166.131,439,,3.612,-22.5092862022043,-22.5092862022043,-43.1752341985703,-43.1752341985703,41-100,geometria
825.0,2703.637,440,,2.33,-22.5078391176063,-22.5078391176063,-43.174831867218,-43.174831867218,41-19,geometria
888.0,66.477,442,,-4.513,-22.5236818866678,-22.5236818866678,-43.1947982311249,-43.1947982311249,42-107,geometria
885.0,37.332,443,,5.357,-22.524276512639,-22.524276512639,-43.1948652863503,-43.1948652863503,42-107,geometria
887.0,124.168,444,,1.611,-22.5245763022624,-22.5245763022624,-43.1950289011002,-43.1950289011002,42-107,geometria
889.0,194.074,445,,-8.76,-22.525188267491,-22.525188267491,-43.1960400938988,-43.1960400938988,42-107,geometria
872.0,69.778,446,,-4.299,-22.5263031769311,-22.5263031769311,-43.1974938511848,-43.1974938511848,42-107,geometria
869.0,37.743,447,,-21.196,-22.5267317952769,-22.5267317952769,-43.1979900598526,-43.1979900598526,42-107,geometria
861.0,125.651,448,,-16.713,-22.5270712204222,-22.5270712204222,-43.1979927420616,-43.1979927420616,42-107,geometria
840.0,1553.342,449,,1.867,-22.5278640350307,-22.5278640350307,-43.1971210241318,-43.1971210241318,42-107,geometria
869.0,59.297,453,,5.059,-22.5298068810473,-22.5298068810473,-43.2120977196134,-43.2120977196134,43-56,geometria
872.0,69.777,454,,5.733,-22.5292940368305,-22.5292940368305,-43.2119394692815,-43.2119394692815,43-56,geometria
876.0,100.116,455,,8.99,-22.5286672246464,-22.5286672246464,-43.2119716557897,-43.2119716557897,43-56,geometria
885.0,113.805,456,,0.879,-22.5277674109938,-22.5277674109938,-43.21193754673,-43.21193754673,43-56,geometria
886.0,27.112,457,,7.377,-22.526778868887,-22.526778868887,-43.2116505503655,-43.2116505503655,43-56,geometria
888.0,49.313,458,,-10.139,-22.5265583660486,-22.5265583660486,-43.2115378975868,-43.2115378975868,43-56,geometria
883.0,82.197,459,,2.433,-22.526114881746,-22.526114881746,-43.2115378975868,-43.2115378975868,43-56,geometria
885.0,38.963,460,,2.567,-22.5254062949336,-22.5254062949336,-43.2113099098206,-43.2113099098206,43-56,geometria
886.0,25.468,461,,-11.779,-22.5251560588623,-22.5251560588623,-43.2110443711281,-43.2110443711281,43-56,geometria
883.0,26.819,462,,0.0,-22.5250941191707,-22.5250941191707,-43.2112830877304,-43.2112830877304,43-56,geometria
883.0,618.052,463,,-2.427,-22.5252948036707,-22.5252948036707,-43.2114279270172,-43.2114279270172,43-56,geometria
868.0,120.501,464,,-6.639,-22.5308147519168,-22.5308147519168,-43.2121333479881,-43.2121333479881,43-86,geometria
860.0,73.44,465,,-5.447,-22.5317239861446,-22.5317239861446,-43.2114949822426,-43.2114949822426,43-86,geometria
856.0,169.34,466,,0.591,-22.5321872721276,-22.5321872721276,-43.2109853625298,-43.2109853625298,43-86,geometria
857.0,102.605,467,,-5.848,-22.5331658657532,-22.5331658657532,-43.2097220420837,-43.2097220420837,43-86,geometria
851.0,123.188,468,,-1.624,-22.5337059473668,-22.5337059473668,-43.2089120149612,-43.2089120149612,43-86,geometria
849.0,104.46,469,,0.0,-22.5338570707429,-22.5338570707429,-43.2077237963677,-43.2077237963677,43-86,geometria
849.0,47.065,470,,2.125,-22.5341667492755,-22.5341667492755,-43.2067635655403,-43.2067635655403,43-86,geometria
850.0,99.623,471,,-3.011,-22.5340057165252,-22.5340057165252,-43.206339776516,-43.206339776516,43-86,geometria
847.0,77.793,472,,-2.571,-22.5333987452401,-22.5333987452401,-43.205626308918,-43.205626308918,43-86,geometria
845.0,3518.391,473,,-0.512,-22.5329255535306,-22.5329255535306,-43.2050684094429,-43.2050684094429,43-86,geometria
827.0,2584.83,474,,0.348,-22.5118953763982,-22.5118953763982,-43.1794747710228,-43.1794747710228,44-85,geometria
836.0,118.83,475,,-1.683,-22.5291052762632,-22.5291052762632,-43.1963914632797,-43.1963914632797,47-107,geometria
834.0,107.495,479,,10.233,-22.5298658716666,-22.5298658716666,-43.1972041726112,-43.1972041726112,47-49,geometria
845.0,100.638,480,,9.937,-22.5304431285745,-22.5304431285745,-43.1980437040329,-43.1980437040329,47-49,geometria
855.0,115.175,481,,-0.868,-22.5310302929971,-22.5310302929971,-43.198789358139,-43.198789358139,47-49,geometria
854.0,51.782,482,,-11.587,-22.5318354722184,-22.5318354722184,-43.19949477911,-43.19949477911,47-49,geometria
848.0,64.822,483,,-7.713,-22.5321897495886,-22.5321897495886,-43.1998220086098,-43.1998220086098,47-49,geometria
843.0,16.813,484,,0.0,-22.5327719516846,-22.5327719516846,-43.199854195118,-43.199854195118,49-59,geometria
843.0,30.343,485,,-6.591,-22.5329230760828,-22.5329230760828,-43.199859559536,-43.199859559536,49-59,geometria
841.0,3030.057,486,,-0.363,-22.5331609108663,-22.5331609108663,-43.2000043988228,-43.2000043988228,49-59,geometria
830.0,90.021,492,,-7.776,-22.5104780533157,-22.5104780533157,-43.183656334877,-43.183656334877,50-70,geometria
823.0,29.466,493,,3.394,-22.5100692074186,-22.5100692074186,-43.1828999519348,-43.1828999519348,50-64,geometria
824.0,676.936,494,,-0.739,-22.5101955780977,-22.5101955780977,-43.1826478242874,-43.1826478242874,50-64,geometria
819.0,614.074,495,,1.303,-22.5069594611773,-22.5069594611773,-43.1770661473274,-43.1770661473274,51-8,geometria
827.0,815.62,496,,-1.103,-22.5119597998294,-22.5119597998294,-43.1796035170555,-43.1796035170555,53-85,geometria
818.0,163.563,497,,0.0,-22.5058815646838,-22.5058815646838,-43.1840479373932,-43.1840479373932,54-75,geometria
818.0,1180.182,498,,3.644,-22.5050093296468,-22.5050093296468,-43.1827658414841,-43.1827658414841,54-91,geometria
861.0,182.651,499,,1.642,-22.5144053901888,-22.5144053901888,-43.1881088018417,-43.1881088018417,55-94,geometria
864.0,125.389,501,,6.38,-22.515857361563,-22.515857361563,-43.1889402866364,-43.1889402866364,55-88,geometria
872.0,80.721,502,,7.433,-22.5160258487212,-22.5160258487212,-43.1901472806931,-43.1901472806931,55-88,geometria
878.0,2413.889,503,,0.207,-22.5162042466648,-22.5162042466648,-43.1909090280533,-43.1909090280533,55-88,geometria
883.0,54.745,509,,-5.48,-22.525715272041,-22.525715272041,-43.2120342683139,-43.2120342683139,56-43,geometria
