altitude_m,distancia_proximo_m,id,id_original,inclinacao_percentual,lat,latitude,lon,longitude,origem,tipo
880.0,67.762,510,,5.903,-22.5260324015432,-22.5260324015432,-43.2116265725437,-43.2116265725437,56-43,geometria
884.0,25.99,511,,7.695,-22.526631972519,-22.526631972519,-43.2117445897403,-43.2117445897403,56-43,geometria
886.0,109.893,512,,-1.82,-22.5268499976832,-22.5268499976832,-43.2116533946338,-43.2116533946338,56-43,geometria
884.0,110.927,513,,-9.916,-22.527801376191,-22.527801376191,-43.2119430732074,-43.2119430732074,56-43,geometria
873.0,86.038,514,,-4.649,-22.5287906313375,-22.5287906313375,-43.2120823860169,-43.2120823860169,56-43,geometria
869.0,78.72,515,,-3.811,-22.5295636160143,-22.5295636160143,-43.2121199369431,-43.2121199369431,56-43,geometria
866.0,546.152,516,,3.662,-22.5297469514889,-22.5297469514889,-43.2128602266312,-43.2128602266312,56-43,geometria
886.0,74.809,517,,5.347,-22.5251387157515,-22.5251387157515,-43.2110202312469,-43.2110202312469,56-82,geometria
890.0,96.518,518,,1.036,-22.5246679733397,-22.5246679733397,-43.2104998826981,-43.2104998826981,56-82,geometria
891.0,88.548,519,,4.517,-22.5240089312686,-22.5240089312686,-43.2098883390427,-43.2098883390427,56-82,geometria
895.0,132.905,520,,10.534,-22.523736394155,-22.523736394155,-43.2090783119202,-43.2090783119202,56-82,geometria
909.0,268.26,521,,2.237,-22.5229138243339,-22.5229138243339,-43.208139538765,-43.208139538765,56-82,geometria
915.0,110.988,522,,7.208,-22.5214966142398,-22.5214966142398,-43.2060259580612,-43.2060259580612,56-82,geometria
923.0,95.043,523,,12.626,-22.5213132678161,-22.5213132678161,-43.2049638032913,-43.2049638032913,56-82,geometria
935.0,110.449,524,,8.149,-22.5213776868576,-22.5213776868576,-43.2040411233902,-43.2040411233902,56-82,geometria
944.0,287.961,525,,4.515,-22.5217939322477,-22.5217939322477,-43.2030647993088,-43.2030647993088,56-82,geometria
957.0,127.924,526,,13.289,-22.5215907650115,-22.5215907650115,-43.2002699375153,-43.2002699375153,56-82,geometria
974.0,1283.179,527,,-10.91,-22.5220813390471,-22.5220813390471,-43.199143409729,-43.199143409729,56-82,geometria
834.0,85.125,528,,-1.175,-22.5105449552565,-22.5105449552565,-43.1988349556923,-43.1988349556923,57-105,geometria
833.0,44.826,529,,6.693,-22.5099552259226,-22.5099552259226,-43.1983065605164,-43.1983065605164,57-105,geometria
836.0,130.591,530,,-3.063,-22.5097991206779,-22.5097991206779,-43.1979042291641,-43.1979042291641,57-105,geometria
832.0,359.674,531,,-1.39,-22.5096132808711,-22.5096132808711,-43.1966489553452,-43.1966489553452,57-105,geometria
827.0,75.891,532,,1.318,-22.5112642970018,-22.5112642970018,-43.1996598961729,-43.1996598961729,58-9,geometria
828.0,43.109,533,,2.32,-22.5110536807672,-22.5110536807672,-43.2003626349348,-43.2003626349348,58-9,geometria
829.0,60.209,534,,6.644,-22.5110239466847,-22.5110239466847,-43.2007810595411,-43.2007810595411,58-9,geometria
833.0,57.179,535,,-3.498,-22.5111899618968,-22.5111899618968,-43.2013389590162,-43.2013389590162,58-9,geometria
831.0,34.529,536,,2.896,-22.5115319030488,-22.5115319030488,-43.2017547014135,-43.2017547014135,58-9,geometria
832.0,122.934,537,,0.0,-22.5115542035293,-22.5115542035293,-43.2020899775404,-43.2020899775404,58-9,geometria
832.0,67.034,538,,13.426,-22.5111148593654,-22.5111148593654,-43.2031881809235,-43.2031881809235,58-9,geometria
841.0,92.327,539,,-2.166,-22.5105325660106,-22.5105325660106,-43.2033571600914,-43.2033571600914,58-9,geometria
839.0,44.174,540,,-9.055,-22.5102054895186,-22.5102054895186,-43.204183280468,-43.204183280468,58-9,geometria
835.0,25.912,541,,-11.577,-22.5104309741528,-22.5104309741528,-43.204537332058,-43.204537332058,58-9,geometria
832.0,91.866,542,,7.62,-22.5105945122287,-22.5105945122287,-43.204717040062,-43.204717040062,58-9,geometria
839.0,52.393,543,,-1.909,-22.5103541607473,-22.5103541607473,-43.2055726647377,-43.2055726647377,58-9,geometria
838.0,84.168,544,,-5.94,-22.5102352237771,-22.5102352237771,-43.2060661911964,-43.2060661911964,58-9,geometria
833.0,61.363,545,,-3.259,-22.5103492050422,-22.5103492050422,-43.2068762183189,-43.2068762183189,58-9,geometria
831.0,143.746,546,,3.478,-22.5106564584191,-22.5106564584191,-43.2073724269867,-43.2073724269867,58-9,geometria
836.0,60.163,547,,6.649,-22.5108299076046,-22.5108299076046,-43.2087591290474,-43.2087591290474,58-9,geometria
840.0,97.262,548,,-5.141,-22.5110876031354,-22.5110876031354,-43.2092741131783,-43.2092741131783,58-9,geometria
835.0,205.824,549,,-1.943,-22.5109141542733,-22.5109141542733,-43.2102021574974,-43.2102021574974,58-9,geometria
831.0,180.261,550,,7.767,-22.5107778728718,-22.5107778728718,-43.2122004032135,-43.2122004032135,58-9,geometria
845.0,76.774,551,,13.025,-22.5110900809747,-22.5110900809747,-43.2139223814011,-43.2139223814011,58-9,geometria
855.0,2838.94,552,,-0.141,-22.5112957414827,-22.5112957414827,-43.214635848999,-43.214635848999,58-9,geometria
851.0,112.732,553,,-4.435,-22.5336118048522,-22.5336118048522,-43.2012087106705,-43.2012087106705,59-86,geometria
846.0,78.136,554,,0.0,-22.5340552650838,-22.5340552650838,-43.202195763588,-43.202195763588,59-86,geometria
846.0,95.764,555,,0.0,-22.5339041419246,-22.5339041419246,-43.2029387354851,-43.2029387354851,59-86,geometria
846.0,100.513,556,,-0.995,-22.5335795981878,-22.5335795981878,-43.2038024067879,-43.2038024067879,59-86,geometria
845.0,471.464,557,,0.212,-22.5329404182163,-22.5329404182163,-43.2044944167137,-43.2044944167137,59-86,geometria
846.0,71.337,565,,-1.402,-22.53347059096,-22.53347059096,-43.1999400258064,-43.1999400258064,59-49,geometria
845.0,27.659,566,,7.231,-22.5328933467061,-22.5328933467061,-43.1996369361877,-43.1996369361877,59-49,geometria
847.0,3284.829,567,,-0.822,-22.5326456016511,-22.5326456016511,-43.1996610760689,-43.1996610760689,59-49,geometria
820.0,53.151,568,,5.644,-22.5042585092856,-22.5042585092856,-43.1908097863197,-43.1908097863197,60-73,geometria
823.0,76.125,569,,-6.568,-22.5043254142357,-22.5043254142357,-43.1902974843979,-43.1902974843979,60-73,geometria
818.0,836.852,570,,0.717,-22.5041693026351,-22.5041693026351,-43.1895759701729,-43.1895759701729,60-73,geometria
824.0,30.409,571,,0.0,-22.5091722200628,-22.5091722200628,-43.1834900379181,-43.1834900379181,61-63,geometria
824.0,32.815,572,,-3.047,-22.5094447858969,-22.5094447858969,-43.183465898037,-43.183465898037,61-63,geometria
823.0,718.273,573,,0.139,-22.5097148733298,-22.5097148733298,-43.1833371520042,-43.1833371520042,61-63,geometria
824.0,778.05,574,,0.9,-22.5085750512208,-22.5085750512208,-43.176454603672,-43.176454603672,62-90,geometria
831.0,175.546,575,,-5.127,-22.5104284963016,-22.5104284963016,-43.1837582588196,-43.1837582588196,63-70,geometria
822.0,53.674,578,,-3.726,-22.5098511557791,-22.5098511557791,-43.1821677088738,-43.1821677088738,64-104,geometria
820.0,662.385,579,,1.208,-22.5093803612937,-22.5093803612937,-43.1820523738861,-43.1820523738861,64-104,geometria
828.0,1693.63,586,,0.886,-22.508057172419,-22.508057172419,-43.188339471817,-43.188339471817,67-39,geometria
843.0,32.897,609,,18.239,-22.5225545670287,-22.5225545670287,-43.183283506347,-43.183283506347,68-78,geometria
849.0,131.24,610,,16.763,-22.522289459962,-22.522289459962,-43.1831413492693,-43.1831413492693,68-78,geometria
871.0,53.155,611,,22.576,-22.5217419007654,-22.5217419007654,-43.182009457065,-43.182009457065,68-78,geometria
883.0,83.184,612,,19.234,-22.5216948254391,-22.5216948254391,-43.1814944729341,-43.1814944729341,68-78,geometria
899.0,96.018,613,,31.244,-22.521164607498,-22.521164607498,-43.1809231624139,-43.1809231624139,68-78,geometria
929.0,103.979,614,,18.273,-22.5206096108382,-22.5206096108382,-43.180207012607,-43.180207012607,68-78,geometria
948.0,183.22,615,,-3.821,-22.5198663091255,-22.5198663091255,-43.1795927882195,-43.1795927882195,68-78,geometria
941.0,76.78,616,,-7.815,-22.5186051632518,-22.5186051632518,-43.1784448027611,-43.1784448027611,68-78,geometria
935.0,71.216,617,,-18.254,-22.5179807802887,-22.5179807802887,-43.1781256198883,-43.1781256198883,68-78,geometria
922.0,49.962,618,,-6.005,-22.5176933649607,-22.5176933649607,-43.1775060296059,-43.1775060296059,68-78,geometria
919.0,103.786,619,,-14.453,-22.5173018845007,-22.5173018845007,-43.1772673130035,-43.1772673130035,68-78,geometria
904.0,111.655,620,,-23.286,-22.5163702556554,-22.5163702556554,-43.1772056221962,-43.1772056221962,68-78,geometria
878.0,54.558,621,,-9.165,-22.5155129533507,-22.5155129533507,-43.1766396760941,-43.1766396760941,68-78,geometria
873.0,27.408,622,,-21.891,-22.5150223559981,-22.5150223559981,-43.176631629467,-43.176631629467,68-78,geometria
867.0,37.834,623,,-18.502,-22.5148092677166,-22.5148092677166,-43.1764975190163,-43.1764975190163,68-78,geometria
860.0,1426.672,624,,-0.771,-22.5146630790545,-22.5146630790545,-43.1761649250984,-43.1761649250984,68-78,geometria
849.0,2005.197,625,,0.798,-22.5269275222873,-22.5269275222873,-43.1720852851868,-43.1720852851868,69-81,geometria
865.0,844.32,626,,-4.619,-22.5131417166819,-22.5131417166819,-43.1846702098846,-43.1846702098846,70-28,geometria
826.0,2022.86,627,,1.879,-22.5106589362662,-22.5106589362662,-43.1769025325775,-43.1769025325775,71-101,geometria
864.0,18.118,630,,0.0,-22.5206641204145,-22.5206641204145,-43.1933498382568,-43.1933498382568,72-42,geometria
864.0,59.085,631,,8.462,-22.5208078250639,-22.5208078250639,-43.1934329867363,-43.1934329867363,72-42,geometria
869.0,67.803,632,,1.475,-22.5213355667185,-22.5213355667185,-43.1933659315109,-43.1933659315109,72-42,geometria
870.0,90.037,633,,4.443,-22.5218608287113,-22.5218608287113,-43.1930306553841,-43.1930306553841,72-42,geometria
874.0,2111.959,634,,-2.604,-22.5224728059675,-22.5224728059675,-43.1936046481133,-43.1936046481133,72-42,geometria
819.0,98.463,635,,3.047,-22.5039661094943,-22.5039661094943,-43.1889805197716,-43.1889805197716,73-6,geometria
822.0,107.372,636,,3.725,-22.5038892924974,-22.5038892924974,-43.1880256533623,-43.1880256533623,73-54,geometria
826.0,107.698,637,,-3.714,-22.5036984888044,-22.5036984888044,-43.1870010495186,-43.1870010495186,73-54,geometria
822.0,65.557,638,,4.576,-22.5032673210481,-22.5032673210481,-43.1860622763634,-43.1860622763634,73-54,geometria
825.0,84.497,639,,4.734,-22.5030988183412,-22.5030988183412,-43.185450732708,-43.185450732708,73-54,geometria
829.0,62.731,640,,0.0,-22.5037455702596,-22.5037455702596,-43.1850188970566,-43.1850188970566,73-54,geometria
829.0,76.281,641,,-9.177,-22.5041123094672,-22.5041123094672,-43.184554874897,-43.184554874897,73-54,geometria
822.0,494.048,642,,-0.81,-22.5044542681225,-22.5044542681225,-43.1839111447334,-43.1839111447334,73-54,geometria
818.0,4821.559,643,,1.493,-22.5087633703042,-22.5087633703042,-43.1827390193939,-43.1827390193939,74-37,geometria
890.0,165.987,644,,-13.254,-22.5199654163685,-22.5199654163685,-43.2280844449997,-43.2280844449997,76-12,geometria
868.0,100.6,645,,0.994,-22.518473844847,-22.518473844847,-43.2281488180161,-43.2281488180161,76-12,geometria
869.0,159.217,646,,0.0,-22.5178098177949,-22.5178098177949,-43.2288140058517,-43.2288140058517,76-12,geometria
869.0,61.131,647,,14.722,-22.5171457875523,-22.5171457875523,-43.2301872968674,-43.2301872968674,76-12,geometria
878.0,180.189,648,,5.55,-22.5166898843446,-22.5166898843446,-43.2305198907852,-43.2305198907852,76-12,geometria
888.0,131.091,649,,9.154,-22.5150694335974,-22.5150694335974,-43.2305306196213,-43.2305306196213,76-12,geometria
900.0,143.257,650,,-5.584,-22.5140485894279,-22.5140485894279,-43.2311689853668,-43.2311689853668,76-12,geometria
892.0,174.381,651,,9.175,-22.5128196019796,-22.5128196019796,-43.2315874099731,-43.2315874099731,76-12,geometria
908.0,128.87,652,,20.951,-22.5112536182711,-22.5112536182711,-43.2314962148666,-43.2314962148666,76-12,geometria
935.0,151.954,653,,7.897,-22.5103814171218,-22.5103814171218,-43.2323223352432,-43.2323223352432,76-12,geometria
947.0,116.356,654,,0.0,-22.5095984136757,-22.5095984136757,-43.233534693718,-43.233534693718,76-12,geometria
947.0,239.026,655,,-5.02,-22.5085527502597,-22.5085527502597,-43.2335776090622,-43.2335776090622,76-12,geometria
935.0,236.205,656,,-8.044,-22.5065902516003,-22.5065902516003,-43.2326281070709,-43.2326281070709,76-12,geometria
916.0,271.001,657,,-7.011,-22.5045930337124,-22.5045930337124,-43.2318449020386,-43.2318449020386,76-12,geometria
897.0,235.63,658,,-9.761,-22.502377723556,-22.502377723556,-43.2307451963425,-43.2307451963425,76-12,geometria
874.0,336.689,659,,8.91,-22.5004696539272,-22.5004696539272,-43.2297474145889,-43.2297474145889,76-12,geometria
904.0,194.782,660,,8.214,-22.497743794513,-22.497743794513,-43.228320479393,-43.228320479393,76-12,geometria
920.0,368.06,661,,2.717,-22.496579092749,-22.496579092749,-43.2269042730331,-43.2269042730331,76-12,geometria
930.0,277.076,662,,1.083,-22.4943735668007,-22.4943735668007,-43.2242327928543,-43.2242327928543,76-12,geometria
933.0,225.579,663,,3.99,-22.4926091207288,-22.4926091207288,-43.2223284244537,-43.2223284244537,76-12,geometria
942.0,136.916,664,,2.191,-22.4909586494026,-22.4909586494026,-43.2210516929627,-43.2210516929627,76-12,geometria
945.0,188.391,665,,0.531,-22.4899624094356,-22.4899624094356,-43.2202684879303,-43.2202684879303,76-12,geometria
946.0,132.094,666,,4.542,-22.4897096309899,-22.4897096309899,-43.2184553146362,-43.2184553146362,76-12,geometria
952.0,166.337,667,,10.22,-22.4890702481544,-22.4890702481544,-43.2173717021942,-43.2173717021942,76-12,geometria
969.0,3766.547,668,,-1.832,-22.4878410387464,-22.4878410387464,-43.2164490222931,-43.2164490222931,76-12,geometria
900.0,104.868,669,,-13.35,-22.5200719565754,-22.5200719565754,-43.2277277112007,-43.2277277112007,76-10,geometria
886.0,82.019,670,,-6.096,-22.5191304356233,-22.5191304356233,-43.2276687026024,-43.2276687026024,76-10,geometria
881.0,78.595,671,,8.906,-22.5184862333811,-22.5184862333811,-43.2272797822952,-43.2272797822952,76-10,geometria
888.0,5132.566,672,,-0.662,-22.5180303345952,-22.5180303345952,-43.22669506073,-43.22669506073,76-10,geometria
854.0,105.845,691,,-3.779,-22.5138354996453,-22.5138354996453,-43.1769347190857,-43.1769347190857,78-98,geometria
850.0,1032.801,692,,-2.517,-22.5133399407411,-22.5133399407411,-43.1778144836426,-43.1778144836426,78-98,geometria
824.0,2070.898,697,,1.4,-22.5078886755485,-22.5078886755485,-43.1696739792824,-43.1696739792824,80-38,geometria
853.0,2621.364,698,,4.044,-22.5262957442313,-22.5262957442313,-43.1727424263954,-43.1727424263954,81-40,geometria
959.0,58.698,718,,6.815,-22.522720569268,-22.522720569268,-43.1979686021805,-43.1979686021805,82-86,geometria
963.0,97.752,719,,19.437,-22.5231214030493,-22.5231214030493,-43.1983404699903,-43.1983404699903,82-86,geometria
982.0,28.91,720,,6.918,-22.5236417030247,-22.5236417030247,-43.1991075817685,-43.1991075817685,82-86,geometria
984.0,36.29,721,,-22.044,-22.5238993746681,-22.5238993746681,-43.1991451326947,-43.1991451326947,82-86,geometria
976.0,40.956,722,,-4.883,-22.5240628968079,-22.5240628968079,-43.198839360867,-43.198839360867,82-86,geometria
974.0,52.248,723,,-21.053,-22.5244295821148,-22.5244295821148,-43.1988018099408,-43.1988018099408,82-86,geometria
963.0,158.575,724,,-8.829,-22.5248458183107,-22.5248458183107,-43.1985657755475,-43.1985657755475,82-86,geometria
949.0,170.927,725,,-2.34,-22.525985506239,-22.525985506239,-43.1994938198667,-43.1994938198667,82-86,geometria
945.0,119.971,726,,-0.834,-22.5269220253688,-22.5269220253688,-43.200813466702,-43.200813466702,82-86,geometria
944.0,119.842,727,,-17.523,-22.5267739137709,-22.5267739137709,-43.2019704580307,-43.2019704580307,82-86,geometria
923.0,62.846,728,,-4.774,-22.5276559216364,-22.5276559216364,-43.2026410102844,-43.2026410102844,82-86,geometria
920.0,108.7,729,,-10.12,-22.5273933019057,-22.5273933019057,-43.2031828165054,-43.2031828165054,82-86,geometria
909.0,103.409,730,,-14.505,-22.5280820582503,-22.5280820582503,-43.2039338350296,-43.2039338350296,82-86,geometria
894.0,114.126,731,,-9.638,-22.5287757662051,-22.5287757662051,-43.2032632827759,-43.2032632827759,82-86,geometria
883.0,177.139,732,,-5.645,-22.5297519064984,-22.5297519064984,-43.2036066055298,-43.2036066055298,82-86,geometria
873.0,55.781,733,,-5.378,-22.5313424553447,-22.5313424553447,-43.2037031650543,-43.2037031650543,82-86,geometria
870.0,74.034,734,,-18.91,-22.5317636256478,-22.5317636256478,-43.2034081220627,-43.2034081220627,82-86,geometria
856.0,79.827,735,,-3.758,-22.5324077659801,-22.5324077659801,-43.2035905122757,-43.2035905122757,82-86,geometria
853.0,45.6,736,,-13.158,-22.5323284873321,-22.5323284873321,-43.204362988472,-43.204362988472,82-86,geometria
847.0,4469.032,737,,-0.403,-22.5325019093155,-22.5325019093155,-43.2047653198242,-43.2047653198242,82-86,geometria
829.0,39.404,738,,2.538,-22.5089318661087,-22.5089318661087,-43.1695237755776,-43.1695237755776,83-97,geometria
830.0,87.562,739,,-5.71,-22.5092862022043,-22.5092862022043,-43.1695291399956,-43.1695291399956,83-97,geometria
825.0,41.571,740,,9.622,-22.5099651373608,-22.5099651373608,-43.169960975647,-43.169960975647,83-97,geometria
829.0,116.177,741,,2.582,-22.5102773472991,-22.5102773472991,-43.1701835989952,-43.1701835989952,83-97,geometria
832.0,49.174,742,,-8.134,-22.5108745087885,-22.5108745087885,-43.1711116433144,-43.1711116433144,83-97,geometria
828.0,68.206,743,,-1.466,-22.5113155641661,-22.5113155641661,-43.1710767745972,-43.1710767745972,83-97,geometria
827.0,73.919,745,,-1.353,-22.5118879429234,-22.5118879429234,-43.1713154911995,-43.1713154911995,83-97,geometria
826.0,1053.383,746,,0.38,-22.512217493254,-22.512217493254,-43.1719404459,-43.1719404459,83-97,geometria
830.0,97.335,747,,16.438,-22.5104359298549,-22.5104359298549,-43.1820121407509,-43.1820121407509,85-64,geometria
846.0,95.706,748,,-4.179,-22.5110033565724,-22.5110033565724,-43.1812906265259,-43.1812906265259,85-64,geometria
842.0,232.316,749,,-4.304,-22.5114617563684,-22.5114617563684,-43.1805020570755,-43.1805020570755,85-64,geometria
832.0,77.158,785,,-7.776,-22.5122740670059,-22.5122740670059,-43.1784183922403,-43.1784183922403,87-98,geometria
826.0,1584.303,786,,2.588,-22.511580276206,-22.511580276206,-43.1784049811952,-43.1784049811952,87-2,geometria
867.0,255.266,787,,4.701,-22.5174926694203,-22.5174926694203,-43.1924378871918,-43.1924378871918,88-35,geometria
879.0,1832.452,788,,-2.892,-22.5189000097816,-22.5189000097816,-43.1944012641907,-43.1944012641907,88-35,geometria
826.0,890.156,809,,-0.562,-22.5115856479443,-22.5115856479443,-43.1784152984619,-43.1784152984619,89-2,geometria
821.0,991.901,810,,1.109,-22.5044071869085,-22.5044071869085,-43.1822508573532,-43.1822508573532,91-3,geometria
832.0,88.774,811,,-4.506,-22.5053438522574,-22.5053438522574,-43.1918531656265,-43.1918531656265,92-73,geometria
828.0,110.121,812,,-0.908,-22.5060698874355,-22.5060698874355,-43.1922125816345,-43.1922125816345,92-73,geometria
827.0,293.319,813,,-0.682,-22.506872734184,-22.506872734184,-43.191584944725,-43.191584944725,92-73,geometria
825.0,77.114,814,,11.671,-22.5076111508436,-22.5076111508436,-43.1888437271118,-43.1888437271118,92-21,geometria
834.0,112.892,815,,-0.886,-22.5075120347426,-22.5075120347426,-43.1895866990089,-43.1895866990089,92-21,geometria
833.0,2038.154,816,,0.0,-22.5079481450557,-22.5079481450557,-43.1905791163445,-43.1905791163445,92-21,geometria
833.0,211.864,817,,-4.248,-22.5093099467611,-22.5093099467611,-43.1707929401454,-43.1707929401454,93-83,geometria
824.0,44.414,818,,2.252,-22.5075169905493,-22.5075169905493,-43.1700950860977,-43.1700950860977,93-38,geometria
825.0,151.349,819,,0.661,-22.5077141885042,-22.5077141885042,-43.1704710750636,-43.1704710750636,93-38,geometria
826.0,874.404,820,,1.944,-22.5083485293956,-22.5083485293956,-43.1717746286449,-43.1717746286449,93-38,geometria
843.0,111.892,846,,8.043,-22.5154881757484,-22.5154881757484,-43.1682068109512,-43.1682068109512,95-18,geometria
852.0,63.684,847,,6.281,-22.5145813124472,-22.5145813124472,-43.1677347421646,-43.1677347421646,95-18,geometria
856.0,73.282,848,,5.458,-22.5140163782028,-22.5140163782028,-43.1678366661072,-43.1678366661072,95-18,geometria
860.0,131.546,849,,1.52,-22.5134687862271,-22.5134687862271,-43.167439699173,-43.167439699173,95-18,geometria
862.0,166.962,850,,0.599,-22.5123934182969,-22.5123934182969,-43.166905939579,-43.166905939579,95-18,geometria
863.0,146.028,851,,-6.163,-22.5108968093751,-22.5108968093751,-43.1670373678207,-43.1670373678207,95-18,geometria
854.0,124.54,852,,-16.059,-22.5095934579436,-22.5095934579436,-43.1672117114067,-43.1672117114067,95-18,geometria
834.0,81.162,853,,-3.696,-22.5085577060292,-22.5085577060292,-43.1676730513573,-43.1676730513573,95-18,geometria
831.0,1600.354,854,,1.062,-22.5084164665306,-22.5084164665306,-43.1684482097626,-43.1684482097626,95-18,geometria
848.0,184.707,855,,0.541,-22.5226611061164,-22.5226611061164,-43.1706744432449,-43.1706744432449,96-33,geometria
849.0,285.049,856,,-0.702,-22.5210555913499,-22.5210555913499,-43.1702131032944,-43.1702131032944,96-33,geometria
847.0,246.526,857,,-1.217,-22.5185184435645,-22.5185184435645,-43.1698161363602,-43.1698161363602,96-33,geometria
844.0,237.485,858,,0.421,-22.5164262697328,-22.5164262697328,-43.17061027009,-43.17061027009,96-33,geometria
845.0,222.475,859,,-0.449,-22.5151660665141,-22.5151660665141,-43.1724768877029,-43.1724768877029,96-33,geometria
844.0,1252.494,860,,-1.996,-22.5150446559155,-22.5150446559155,-43.174638748169,-43.174638748169,96-33,geometria
819.0,1551.535,865,,0.838,-22.5081092081757,-22.5081092081757,-43.1842464208603,-43.1842464208603,99-61,geometria
832.0,107.466,867,,9.305,-22.5104111513425,-22.5104111513425,-43.199143409729,-43.199143409729,102-58,geometria
842.0,293.792,868,,-5.786,-22.5096777053657,-22.5096777053657,-43.1984621286392,-43.1984621286392,102-58,geometria
825.0,78.071,869,,0.0,-22.5092465562527,-22.5092465562527,-43.1956404447556,-43.1956404447556,102-58,geometria
825.0,212.715,870,,-3.291,-22.5090185918105,-22.5090185918105,-43.1949216127396,-43.1949216127396,102-58,geometria
818.0,1520.394,871,,0.855,-22.5073237139549,-22.5073237139549,-43.1939613819122,-43.1939613819122,102-58,geometria
831.0,56.161,878,,8.903,-22.5124479302366,-22.5124479302366,-43.180239200592,-43.180239200592,103-53,geometria
836.0,141.365,879,,2.122,-22.512770045805,-22.512770045805,-43.1806603074074,-43.1806603074074,103-53,geometria
839.0,86.295,880,,-1.159,-22.5139197444823,-22.5139197444823,-43.1812477111816,-43.1812477111816,103-53,geometria
838.0,48.046,881,,0.0,-22.5145367124593,-22.5145367124593,-43.1817573308945,-43.1817573308945,103-53,geometria
838.0,89.989,882,,2.222,-22.5149356340627,-22.5149356340627,-43.1819370388985,-43.1819370388985,103-53,geometria
840.0,873.414,883,,-2.748,-22.5154708314241,-22.5154708314241,-43.1825941801071,-43.1825941801071,103-53,geometria
816.0,1321.667,884,,0.076,-22.5077647806598,-22.5077647806598,-43.180947303772,-43.180947303772,104-84,geometria
817.0,198.754,906,,5.031,-22.5074376976202,-22.5074376976202,-43.1938084959984,-43.1938084959984,105-34,geometria
827.0,521.545,907,,0.575,-22.5090359369443,-22.5090359369443,-43.1946748495102,-43.1946748495102,105-34,geometria
830.0,107.944,908,,-1.853,-22.5052100433102,-22.5052100433102,-43.1917378306389,-43.1917378306389,106-60,geometria
828.0,112.524,909,,-0.889,-22.5060797991522,-22.5060797991522,-43.1922045350075,-43.1922045350075,106-60,geometria
827.0,292.816,910,,-0.683,-22.5069074249879,-22.5069074249879,-43.191574215889,-43.191574215889,106-60,geometria
825.0,79.39,911,,11.337,-22.5075938055311,-22.5075938055311,-43.1888222694397,-43.1888222694397,106-92,geometria
834.0,115.475,912,,-1.732,-22.5075070789357,-22.5075070789357,-43.189589381218,-43.189589381218,106-92,geometria
832.0,,913,,,-22.5079555787422,-22.5079555787422,-43.1906032562256,-43.1906032562256,106-92,geometria
